email	household_type	num_occupants	bedroom_count	footage	area_code	phone_number	phone_type	postal_code
nraymo@streethex.com	apartment	3	2	899	253	8525021	mobile	72118
nriden@ganjaflex.com	condominium	5	2	590	164	9709285	home	91912
nriden@statholdings.com	house	3	0	123	534	1310074	other	71650
nrowling@donware.com	apartment	1	1	414				71921
nrulapaugh@sonron.com	apartment	1	3	956				67364
nsamu@zotware.com	townhome	2	1	287	240	4432761	mobile	46545
nsaras@rundofase.com	townhome	2	2	718				23107
nsaulter@funholding.com	apartment	2	2	897	689	5031333	mobile	81148
nsawchuk@gogozoom.com	apartment	2	2	727	410	4730856	mobile	23890
nschieler@isdom.com	apartment	4	2	854	650	7357482	mobile	07104
nschieler@kan-code.com	apartment	2	1	430	693	2700294	home	90659
nscriven@conecom.com	house	1	1	331	897	4658754	mobile	72373
nscriven@dambase.com	house	1	1	443	374	3354295	work	94101
nseewald@funholding.com	condominium	4	2	753	511	1776271	work	48826
nseewald@hottechi.com	townhome	1	1	350	115	0746122	mobile	30234
nseewald@yearin.com	house	2	1	352	098	5569797	mobile	72553
nseewald@zotware.com	house	1	1	491	810	3895277	mobile	97534
nsetter@betasoloin.com	condominium	1	2	667				55038
nshields@fasehatice.com	apartment	2	2	688	358	4334197	work	01302
nshire@kinnamplus.com	apartment	5	2	730	975	6194646	mobile	27523
nslayton@treequote.com	apartment	5	3	1147				33020
nstimmel@sumace.com	condominium	4	2	960	439	0784870	mobile	38859
nsweely@hatfan.com	apartment	3	2	521	827	8385811	mobile	84252
ntawil@plussunin.com	apartment	3	3	745				08741
ntheodorov@openlane.com	condominium	1	2	689	674	5334701	home	16850
ntheodorov@zencorporation.com	apartment	6	4	1513	104	6200323	mobile	59523
ntomblin@sunnamplex.com	house	1	0	40	976	5982276	mobile	11752
ntoyama@bioplex.com	apartment	4	5	1830	654	3499637	work	10114
nupthegrove@funholding.com	condominium	3	0	45	377	5347340	mobile	32683
nvanausdal@doncon.com	house	5	2	668	647	0951872	home	27591
nweglarz@konex.com	house	1	3	1283	252	8272119	mobile	56051
nworlds@blackzim.com	house	1	2	841	856	9437208	mobile	38472
nworlds@sunnamplex.com	house	1	1	331	268	6254982	home	78025
nyglesias@faxquote.com	apartment	3	3	1164	437	2780507	mobile	38106
nyori@yearin.com	apartment	1	1	487	191	6421025	mobile	57580
nzagen@yearin.com	mobile home	3	2	742	567	8026090	mobile	94965
nzepp@newex.com	house	4	3	1051	182	3980394	work	31305
ocandlish@scotfind.com	house	5	2	832				93283
ocorrio@ganjaflex.com	apartment	4	3	1170	099	1424920	mobile	11379
odegroot@conecom.com	apartment	1	2	728	950	9764472	mobile	15272
odopico@yearin.com	house	1	2	879	199	0677462	mobile	50106
ofigeroa@finhigh.com	house	2	3	1068	469	3191607	work	90650
ofrey@fasehatice.com	townhome	1	1	456	380	3275777	work	17729
ohollack@mathtouch.com	apartment	2	2	570				76014
oinouye@ron-tech.com	mobile home	3	1	347	834	2824525	mobile	77880
oinouye@yearin.com	apartment	1	2	619	361	6642867	mobile	38951
oisaacs@zotware.com	apartment	3	3	1156	944	7166953	work	72833
omauson@green-plus.com	house	2	2	502	317	0425491	mobile	08079
omeisel@j-texon.com	apartment	4	3	958				72728
opaprocki@zoomit.com	apartment	1	0	50	515	1217901	mobile	96805
opaprocki@zumgoity.com	condominium	1	0	59	428	3190287	mobile	79788
opinilla@conecom.com	house	5	3	1131	115	5197439	mobile	30527
opontoriero@statholdings.com	house	1	1	331	579	4708160	mobile	40165
oreiber@domzoom.com	townhome	1	2	687	120	0369593	other	73344
osarbacher@bioholding.com	house	3	2	581	875	2348250	other	59641
oscipione@plusstrip.com	house	1	1	489	721	5206532	mobile	73548
ostenseth@green-plus.com	apartment	1	1	377	595	2291576	mobile	98322
owolfgramm@donware.com	apartment	2	3	1060	094	0583239	work	29290
pacuff@xx-zobam.com	house	8	4	1522	433	9111817	mobile	24130
pahle@labdrill.com	apartment	2	5	1695				32566
palbares@ron-tech.com	townhome	1	2	746	653	0847081	mobile	48043
paredondo@opentech.com	house	3	1	478	437	5084302	other	90060
parias@groovestreet.com	house	2	2	543	169	0444986	mobile	57451
pbaltimore@inity.com	apartment	2	1	391	345	3182757	mobile	64453
pbayless@yearin.com	apartment	2	2	615	863	9732255	mobile	28368
pbergesen@donquadtech.com	townhome	1	2	673	079	2650833	mobile	32910
pborgman@zathunicon.com	townhome	5	2	687	025	0508653	mobile	54768
pbruschke@plusstrip.com	mobile home	2	2	850	187	6290572	mobile	31814
pbuemi@groovestreet.com	house	2	1	354	071	1697130	mobile	39327
pcaldarera@toughzap.com	townhome	1	2	800	145	6233475	work	49845
pcentini@goodsilron.com	condominium	4	3	987	750	9477993	mobile	79643
pchavous@bioholding.com	house	2	2	590	130	0252516	mobile	49235
pcloney@betatech.com	apartment	1	2	603	018	9646841	mobile	40355
pcolla@kinnamplus.com	house	1	2	747	033	4791963	mobile	41528
pcoody@hatfan.com	house	4	2	689	548	2551429	home	22947
pcoody@yearin.com	condominium	2	3	1351	161	6222761	work	15958
pcorrington@finjob.com	condominium	3	3	837	713	3533127	mobile	48762
pcronauer@scotfind.com	condominium	2	1	383	619	7366592	mobile	27539
pcrupi@sumace.com	apartment	2	0	37	538	0885533	other	38635
pdeleo@y-corporation.com	apartment	1	1	430	889	5995182	work	71049
pdiestel@scotfind.com	house	2	1	423	479	5186565	mobile	85029
peroman@betatech.com	apartment	2	1	433	177	4701907	mobile	71477
peschberger@betasoloin.com	apartment	6	5	1462	621	7146596	mobile	01731
pfigeroa@y-corporation.com	apartment	2	1	334				06277
pfrerking@bioholding.com	mobile home	1	1	355				57109
pgarufi@domzoom.com	apartment	2	2	874	490	7446651	mobile	79035
pgotter@green-plus.com	townhome	2	2	788	181	2661495	mobile	64060
pgwalthney@opentech.com	apartment	2	2	655	234	6231059	mobile	16340
phanafan@zoomit.com	house	2	2	727	030	0306531	mobile	21790
pheimann@fasehatice.com	townhome	4	1	489	724	3489175	mobile	18407
pheimann@iselectrics.com	apartment	1	1	361	335	3449294	work	12140
phengel@streethex.com	house	2	3	1098	371	3431138	mobile	46975
pjayson@iselectrics.com	apartment	2	2	622				47126
pkannady@sumace.com	apartment	1	2	729	137	9118742	work	46375
pklimek@hatfan.com	condominium	2	1	279				06090
pklimek@silis.com	townhome	5	3	1087	136	7895953	home	98230
pklusman@goodsilron.com	condominium	2	1	444	540	1342838	mobile	83704
pklusman@zumgoity.com	apartment	2	2	640	875	1971570	home	15253
pknipp@silis.com	house	4	2	823	465	0023924	mobile	49348
placovara@plexzap.com	apartment	3	3	1003	624	4856439	mobile	41149
plary@warephase.com	apartment	4	2	894	830	7091162	mobile	67734
pleinenbach@hatfan.com	house	4	2	860				44861
pleinenbach@iselectrics.com	house	5	3	936				76870
plother@year-job.com	house	4	4	912	924	8988155	work	49460
pmartabano@domzoom.com	house	3	0	127	429	0731234	mobile	63198
pmaynerich@dontechi.com	apartment	2	2	618				48612
pmaynerich@gogozoom.com	house	2	1	424	341	0201655	mobile	95109
pmaynerich@stanredtax.com	townhome	1	2	748	876	1765878	work	71106
pmcnease@isdom.com	apartment	3	1	365	481	0194539	other	50423
pmorocco@scotfind.com	house	1	3	1034	997	8054348	mobile	17326
pmulqueen@bioholding.com	apartment	2	2	586	020	4463898	mobile	34652
pnabours@lexiqvolax.com	townhome	4	1	452	422	1256643	work	29471
pnestle@codehow.com	house	3	3	910	583	0050375	mobile	14169
ponofrio@zumgoity.com	apartment	2	2	732	078	3067851	work	32936
postolaza@faxquote.com	house	3	4	1407	893	4079611	mobile	58056
ppagliuca@newex.com	house	3	1	407	477	3310641	mobile	39647
pparlato@fasehatice.com	townhome	4	5	1127	267	4947826	mobile	58441
ppolidori@openlane.com	house	2	1	399	874	9495159	mobile	04336
ppugh@konmatfix.com	condominium	2	2	717				57326
praymo@scotfind.com	apartment	1	0	67				93449
prochin@dambase.com	house	2	0	124	066	7644549	mobile	07510
prodefer@rantouch.com	house	4	3	794	461	9929656	mobile	94155
prodefer@scotfind.com	house	1	1	316	562	8333757	mobile	64190
prowling@zencorporation.com	townhome	5	2	923	541	6622534	mobile	33131
pshire@scottech.com	apartment	4	1	629	729	0168262	work	74075
pspringe@gogozoom.com	house	3	4	1459	672	3809159	other	53924
pstoltzman@openlane.com	apartment	2	2	670				97026
psuell@green-plus.com	house	3	3	944	110	3223412	home	02717
psuffield@stanredtax.com	apartment	2	4	1364	432	0445771	mobile	46805
pswayze@ron-tech.com	townhome	3	2	971				72044
ptomblin@domzoom.com	condominium	1	1	469	136	2782396	mobile	36555
pturinetti@goodsilron.com	house	2	3	1063	177	7841083	mobile	35080
pweirather@golddex.com	house	5	4	1324	195	5993428	mobile	14846
pwieser@green-plus.com	house	1	2	672	958	8839873	work	01151
pwieser@rangreen.com	townhome	3	2	770	933	8334969	mobile	40410
pwitten@scotfind.com	apartment	2	3	1153				94615
pwolfgramm@groovestreet.com	townhome	1	2	822	124	3871212	mobile	77504
qbachman@openlane.com	house	2	2	667	766	4870790	mobile	96705
qcorrington@stanredtax.com	house	1	0	48	437	3349808	mobile	13756
qhoneywell@rundofase.com	house	3	2	585	161	0138697	work	16644
qmcdoniel@hatfan.com	mobile home	1	2	717	576	1398445	other	04648
qonofrio@green-plus.com	mobile home	3	2	887	433	2200725	mobile	28126
qperigo@dalttechnology.com	townhome	2	0	59	564	5497301	work	55068
qregusters@plussunin.com	condominium	2	3	741	743	2620097	mobile	28775
qrestrepo@ganjaflex.com	mobile home	3	3	801	134	9496727	mobile	38376
qstrassner@newex.com	condominium	1	1	421	341	6032894	work	24924
qstrassner@zencorporation.com	house	5	4	1547				62889
qsuell@rantouch.com	house	3	1	434	258	7565888	mobile	78764
qsweigard@xx-holding.com	house	2	1	367	736	7003425	other	39059
racuff@cancity.com	apartment	2	1	363	297	9518836	other	91207
randreason@j-texon.com	apartment	1	0	64	119	2004130	work	06242
randreason@statholdings.com	house	4	2	686	845	2598231	work	03587
rarceo@funholding.com	house	3	2	717	495	3358673	other	55442
rbarfield@zotware.com	townhome	2	3	1007	612	0222151	mobile	16822
rbenimadho@dalttechnology.com	apartment	5	3	1409	740	1388679	mobile	17506
rbennick@fasehatice.com	apartment	2	3	1076	014	4482717	mobile	34232
rberganza@gogozoom.com	condominium	1	3	973	034	7401719	home	94576
rberganza@rundofase.com	apartment	2	1	391	233	1660464	mobile	57773
rberray@funholding.com	house	8	1	794	520	2552201	mobile	76848
rberray@yearin.com	mobile home	1	1	427	381	4355250	mobile	56296
rbevelacqua@isdom.com	house	2	1	394	047	1600164	mobile	68350
rbiddy@dontechi.com	house	4	3	1005	467	2674678	mobile	30252
rblunk@sumace.com	house	3	1	407	285	3156056	mobile	51631
rbolognia@rantouch.com	apartment	4	2	850	561	6333810	mobile	52065
rborgman@betasoloin.com	house	2	3	1097	577	5304903	work	37322
rborgman@cancity.com	house	5	5	2074	287	0437718	work	19815
rbourbon@cancity.com	townhome	1	2	818	642	0289125	mobile	49886
rbowley@zoomit.com	house	1	1	348	590	9043309	mobile	60920
rbreland@zathunicon.com	house	4	1	426	182	9864046	mobile	60714
rbrossart@isdom.com	townhome	1	1	411	077	2256625	mobile	98248
rbrucato@inity.com	house	2	3	1054	986	1839910	other	87749
rbrucato@sumace.com	condominium	4	2	725	135	5717999	work	68029
rburnard@isdom.com	townhome	3	2	849	769	0514177	work	47720
rburnard@mathtouch.com	apartment	2	3	819				77705
rbuvens@statholdings.com	house	1	1	363	490	7657149	mobile	06408
rbuzick@golddex.com	apartment	2	4	1463	334	3672709	mobile	65236
rcalvaresi@sunnamplex.com	apartment	1	0	52	381	5694769	mobile	30033
rcantres@bioplex.com	house	1	1	461	989	3665886	mobile	98355
rcartan@stanredtax.com	apartment	3	2	745	291	2913336	mobile	47946
rcastros@singletechno.com	house	1	2	607				61516
rchaffins@condax.com	apartment	4	2	710	971	9403702	mobile	27019
rchesterfield@labdrill.com	apartment	4	2	726				31314
rchesterfield@rangreen.com	condominium	3	3	861	043	9253331	work	21741
rchickering@dambase.com	apartment	2	2	503	325	9003211	mobile	96771
rclaucherty@groovestreet.com	house	5	3	1077	977	1695296	mobile	72853
rcolaizzo@bioholding.com	condominium	2	2	713				33302
rcolla@conecom.com	apartment	1	0	65	621	0706707	mobile	53092
rcolla@goodsilron.com	townhome	2	5	1876	049	3055984	mobile	79007
rcookey@betasoloin.com	apartment	2	2	689	056	5364328	mobile	50542
rcookey@silis.com	apartment	5	4	1040	918	3987158	mobile	32853
rcookey@zathunicon.com	apartment	2	2	607				54970
rcorbley@hottechi.com	house	2	3	1084	256	0457770	work	43566
rcork@groovestreet.com	house	2	1	321				43116
rcousey@konex.com	condominium	2	2	608	552	7062545	work	84542
rcousey@scotfind.com	apartment	3	2	637	933	2404835	mobile	87320
rcraghead@rangreen.com	apartment	3	0	61	413	4898165	work	21213
rdegonia@dambase.com	apartment	2	1	426	041	1412088	work	63163
rdelasancha@hottechi.com	townhome	2	4	1521				55377
rdemesa@doncon.com	condominium	2	2	744	053	3690018	mobile	80701
rdemesa@kinnamplus.com	apartment	2	3	1138	478	4494765	mobile	27802
rdenooyer@sumace.com	house	4	2	937	673	4668929	work	28690
rdhamer@donquadtech.com	house	1	0	52	472	0359744	other	26143
rdhamer@statholdings.com	house	4	3	1056				63011
rdiestel@hatfan.com	townhome	2	1	294	592	3856775	work	08250
rdilliard@sonron.com	townhome	1	1	312	696	1110070	work	53217
rdorshorst@finhigh.com	apartment	2	2	879	116	1600856	mobile	10921
rdrymon@zencorporation.com	townhome	1	2	711	035	8576553	mobile	10132
rdubaldi@green-plus.com	house	1	2	849	323	2752644	mobile	77481
rdubaldi@ontomedia.com	house	2	2	768				97377
remard@xx-holding.com	house	1	2	714	373	5446167	mobile	98113
reroman@doncon.com	townhome	3	3	1161				51057
reschberger@hottechi.com	apartment	3	2	526	265	1529671	home	75413
restell@kinnamplus.com	apartment	5	2	726	041	6555349	home	07102
rfelger@conecom.com	house	4	2	899				21777
rfelger@hatfan.com	house	2	4	1278	280	0559801	mobile	17093
rferencz@bioplex.com	house	1	1	421	852	1033443	mobile	89108
rfern@labdrill.com	apartment	1	2	597	420	1073375	work	61571
rfigeroa@dalttechnology.com	mobile home	2	4	1461	449	2716934	mobile	92292
rfillingim@funholding.com	condominium	2	2	621	188	7730505	work	41560
rfillingim@plussunin.com	townhome	1	0	117	220	7776945	mobile	18041
rfishburne@silis.com	apartment	1	1	290	735	7024090	mobile	46537
rfortino@lexiqvolax.com	apartment	2	1	357	514	3599652	mobile	12987
rfrancescon@finjob.com	house	2	2	580	272	5672490	mobile	17232
rfrancescon@j-texon.com	house	2	4	1014	811	8743374	mobile	63954
rfrankel@plussunin.com	condominium	1	1	337	913	5340374	mobile	17521
rfritz@rangreen.com	apartment	1	1	351	336	1018054	home	43730
rfunnell@blackzim.com	condominium	1	1	389	472	3059253	mobile	38553
rgabisi@y-corporation.com	condominium	1	2	742				80813
rgarufi@betatech.com	townhome	4	2	787	245	8092995	mobile	55383
rgarufi@green-plus.com	mobile home	1	2	715	087	2138676	mobile	26561
rgarufi@xx-holding.com	house	1	0	41	362	8792694	mobile	43315
rgato@sonron.com	house	4	2	619	996	8555592	mobile	18377
rgellinger@zathunicon.com	house	2	2	667	666	0878578	mobile	31404
rgesick@codehow.com	house	2	2	770	102	9084163	mobile	62028
rgobern@bioholding.com	house	2	2	723	777	6468272	mobile	87008
rgochal@cancity.com	house	3	2	672	267	3100636	work	38880
rgood@domzoom.com	townhome	4	1	504	169	6877688	mobile	32229
rgood@funholding.com	townhome	1	1	379	574	1572332	mobile	24738
rgood@sunnamplex.com	apartment	2	5	1708	238	3104108	work	67344
rgotter@mathtouch.com	apartment	2	2	557	753	7493043	mobile	84745
rgreenbush@newex.com	apartment	1	1	328	338	3382625	work	60053
rhagele@codehow.com	apartment	2	3	972	877	2137325	work	61635
rhagele@year-job.com	house	2	2	871	970	3920345	mobile	52060
rhamilton@rundofase.com	apartment	2	3	942				45459
rhanafan@finhigh.com	house	2	4	1500	220	7958470	mobile	72394
rhanafan@year-job.com	apartment	2	5	1804	712	4863240	work	07204
rhauenstein@opentech.com	apartment	1	0	37	378	6736559	work	75806
rhauenstein@sunnamplex.com	mobile home	4	6	1906	380	0163119	work	50469
rheimann@isdom.com	house	1	2	857	661	2155670	mobile	76201
rhellickson@zencorporation.com	apartment	1	1	271				36425
rhengel@goodsilron.com	house	1	2	843	544	4842470	work	02875
rhiatt@inity.com	house	2	1	298	839	9064125	mobile	07514
rhirpara@doncon.com	townhome	3	1	321				23408
rhirpara@newex.com	townhome	1	1	296	193	0884815	mobile	33760
rhoa@dontechi.com	apartment	1	1	400	328	0802712	other	68871
rhollack@toughzap.com	apartment	2	3	991	243	5450411	mobile	66093
rhoogland@sunnamplex.com	house	1	1	412	644	8925831	other	59717
rhoopengardner@treequote.com	apartment	2	3	1176				77878
rhudnall@blackzim.com	apartment	2	2	841	946	4099445	home	74753
rhudnall@sonron.com	house	1	3	892	054	7288584	mobile	82441
rhudnall@toughzap.com	townhome	3	4	1215	154	7075216	mobile	78478
rhusser@xx-zobam.com	townhome	1	1	408	283	0643807	other	20880
rinouye@hatfan.com	apartment	3	2	885	824	4712244	mobile	42565
riturbide@blackzim.com	condominium	2	2	501	466	4307274	mobile	62036
rjacobos@bioholding.com	house	3	1	450	098	0481470	home	76832
rjeanty@streethex.com	mobile home	2	1	301	179	8454555	mobile	81248
rjillson@statholdings.com	house	2	1	512	281	0533974	other	24465
rjuhas@rundofase.com	apartment	1	1	385	228	8006652	work	49732
rjuhas@sunnamplex.com	apartment	2	2	729	164	0949375	mobile	63019
rjulia@hottechi.com	apartment	1	1	495	889	8901850	mobile	13045
rjuvera@j-texon.com	apartment	1	3	1058				74561
rkalafatis@ron-tech.com	house	3	1	418	878	8091801	home	02771
rkardas@nam-zim.com	house	1	0	45				41408
rkarpel@ontomedia.com	house	4	1	427	930	0519546	mobile	97493
rkarpin@gogozoom.com	apartment	4	2	590	111	5220230	mobile	75393
rkarpin@statholdings.com	house	2	2	780				39464
rkeetch@blackzim.com	apartment	2	1	391				47750
rketelsen@conecom.com	apartment	2	3	926	025	4454552	work	52405
rkines@faxquote.com	house	4	3	1207	185	6082866	mobile	19088
rkines@hatfan.com	condominium	5	4	1282	630	5154635	mobile	48140
rkines@mathtouch.com	condominium	2	0	71	695	4400866	mobile	70067
rkitty@konex.com	condominium	1	0	42	177	1098473	home	67138
rkitty@y-corporation.com	house	4	0	151	755	8296548	mobile	49245
rklimek@zencorporation.com	townhome	6	6	2416	868	0970453	mobile	56343
rklonowski@treequote.com	house	4	0	94	943	3651565	home	72856
rkohl@nam-zim.com	townhome	1	2	862	686	5733215	mobile	53089
rkorando@codehow.com	apartment	1	1	449	476	9470548	mobile	64432
rkorando@zoomit.com	apartment	3	2	527				59927
rkownacki@gogozoom.com	house	2	0	76	289	9215420	mobile	35456
rkownacki@warephase.com	townhome	4	3	1251	555	0622824	mobile	54433
rkulzer@finjob.com	condominium	3	2	769	197	2719453	mobile	78135
rkusko@opentech.com	mobile home	1	3	1051	216	1848830	work	21201
rlapage@donquadtech.com	mobile home	3	2	718	083	5135838	mobile	74425
rlatzke@bioholding.com	house	2	3	1146	187	9013635	other	78594
rleinenbach@isdom.com	apartment	1	2	676	030	1496736	mobile	45412
rleto@nam-zim.com	apartment	2	2	680	573	1120056	mobile	51044
rlietz@mathtouch.com	apartment	3	2	761				41094
rlimmel@sumace.com	apartment	4	3	1144	271	1000328	mobile	33994
rlimmel@zathunicon.com	townhome	4	2	842	182	0069846	mobile	04079
rlinahan@xx-zobam.com	townhome	5	4	1275	021	5595574	work	23505
rlipke@bioholding.com	house	3	1	408	968	1170963	work	37321
rlipkin@ontomedia.com	apartment	1	1	433	840	8959417	mobile	83869
rliukko@zathunicon.com	house	4	1	463	639	7879242	mobile	92126
rlorens@iselectrics.com	house	2	2	490	156	4447015	mobile	08850
rlorens@opentech.com	apartment	1	1	357	338	8758343	mobile	17769
rlother@xx-zobam.com	apartment	1	3	759	051	9468237	mobile	33876
rmai@treequote.com	townhome	4	0	161	175	1665395	home	49668
rmaile@zathunicon.com	apartment	1	1	339	247	3714652	mobile	42064
rmaisto@gogozoom.com	house	1	2	647	936	8373924	mobile	15443
rmalet@ron-tech.com	condominium	1	1	545				85372
rmalvin@finhigh.com	house	1	0	55	193	9546384	work	61523
rmalvin@sonron.com	apartment	2	2	829	572	1285654	other	90066
rmanno@rundofase.com	apartment	2	2	631	528	5004865	mobile	30162
rmarrier@conecom.com	apartment	3	1	446				36850
rmarrier@y-corporation.com	house	1	0	170				42332
rmauson@conecom.com	apartment	4	5	1726	143	0594301	other	15116
rmaynerich@konmatfix.com	apartment	2	3	848	481	0930495	mobile	96067
rmaynerich@toughzap.com	mobile home	1	2	878				57340
rmcdoniel@bioholding.com	mobile home	1	1	386	912	6508294	mobile	55613
rmcdoniel@nam-zim.com	townhome	3	4	1201	171	8496786	mobile	05673
rmclaird@conecom.com	house	2	4	1069	668	4084873	mobile	38050
rmcnease@y-corporation.com	house	4	3	850	371	1816116	mobile	12032
rmeinerding@green-plus.com	townhome	2	5	1637	891	3224740	other	17342
rmeisel@donquadtech.com	house	2	2	583	999	0595292	mobile	12250
rmenter@mathtouch.com	house	3	4	1079	947	3842440	mobile	27574
rmenter@streethex.com	house	1	0	42	924	6445883	mobile	23359
rmenter@xx-zobam.com	house	2	1	356	164	2410712	mobile	59031
rmerced@y-corporation.com	apartment	3	4	1326	015	7822901	mobile	43209
rmirafuentes@green-plus.com	apartment	1	2	620				85719
rmiro@betatech.com	apartment	6	5	2087	145	3834441	mobile	20686
rmodzelewski@goodsilron.com	house	1	2	854				53019
rmondella@sunnamplex.com	apartment	2	4	1440				43451
rmonterrubio@domzoom.com	house	1	0	173	561	2372926	work	05827
rmorasca@scotfind.com	house	2	2	756	633	0017711	other	50156
rmotley@groovestreet.com	apartment	4	2	622	177	2946004	work	22711
rmoyd@bioholding.com	apartment	2	1	346	317	7460296	mobile	05341
rmunis@nam-zim.com	condominium	2	1	384	781	9210104	mobile	33905
rnewville@donware.com	condominium	2	4	1449	043	2181935	mobile	93410
rnicka@newex.com	mobile home	3	3	811	931	3907110	mobile	68018
rnicolozakes@streethex.com	house	5	4	1517	191	5445261	mobile	33607
rogg@ron-tech.com	house	2	5	1252	999	9110602	mobile	47335
roldroyd@plusstrip.com	apartment	2	2	711	528	3675129	mobile	25938
roles@conecom.com	house	3	2	833				27016
ronofrio@sumace.com	house	6	5	1824	417	9818719	mobile	70751
rostolaza@lexiqvolax.com	mobile home	5	2	615	441	1750621	mobile	94539
rpadilla@conecom.com	apartment	2	3	956				41729
rpagliuca@gogozoom.com	house	3	2	556	950	4468805	mobile	65348
rpalaia@statholdings.com	house	3	2	664	101	0387469	mobile	88001
rpapasergi@ontomedia.com	apartment	5	3	1334	956	8472252	mobile	49096
rpaprocki@finhigh.com	apartment	1	1	459	453	0853446	mobile	28905
rparlato@domzoom.com	apartment	2	5	1861	145	7929483	mobile	34119
rparvis@statholdings.com	apartment	3	2	564				04274
rpelkowski@newex.com	townhome	1	1	282				49735
rperez@donquadtech.com	house	1	1	431	145	1133603	home	81101
rperigo@scotfind.com	apartment	1	0	107	187	6293481	work	76708
rperigo@sonron.com	house	1	0	45	857	2019241	work	41433
rperruzza@konex.com	apartment	5	4	1686	140	9478749	mobile	03218
rpolidori@finjob.com	mobile home	1	1	448	792	4378658	work	06141
rpugh@plexzap.com	house	3	1	348	940	2741665	mobile	39740
rragel@j-texon.com	apartment	4	3	1093	323	9088515	mobile	43231
rrantanen@xx-zobam.com	mobile home	1	2	520	485	9864827	work	56130
rrauser@streethex.com	apartment	2	3	1205	633	1508826	mobile	79251
rreiber@scottech.com	townhome	1	1	286	152	2844532	mobile	30253
rrhym@bioplex.com	townhome	1	1	338	398	7359710	mobile	50614
rrhym@konex.com	house	2	2	757	233	3761140	work	71341
rrhym@rangreen.com	apartment	3	2	663	111	0605719	mobile	71450
rrhymes@golddex.com	house	5	2	635	252	7101558	mobile	56583
rrhymes@y-corporation.com	condominium	4	0	117	181	6733563	mobile	63556
rriden@conecom.com	house	3	3	1340	129	2295989	mobile	74193
rriden@rantouch.com	apartment	3	4	1349	233	3344923	other	92259
rriopelle@green-plus.com	apartment	2	1	318	178	1068948	home	48850
rrochin@scotfind.com	mobile home	5	3	1075	155	0646279	mobile	53032
rrodefer@dalttechnology.com	condominium	1	2	910	120	0231042	mobile	17085
rrodeigues@blackzim.com	townhome	1	1	296	819	4057380	mobile	44802
rrodeigues@plussunin.com	house	2	3	1025	091	6288366	home	16423
rsahagun@faxquote.com	house	2	2	543	451	7178824	mobile	75654
rsahagun@gogozoom.com	condominium	2	3	1203	196	3376146	mobile	54527
rsamara@labdrill.com	apartment	4	2	846	145	5129372	mobile	04978
rsamu@green-plus.com	townhome	1	1	304	531	3616754	mobile	40070
rsamu@year-job.com	condominium	5	3	830	751	4336211	mobile	43064
rsarao@warephase.com	townhome	4	1	408				22152
rsaras@y-corporation.com	condominium	3	2	765	016	2589976	other	62879
rsarbacher@singletechno.com	condominium	2	5	1207	387	6436041	work	19341
rsaulter@zoomit.com	apartment	3	2	789	987	1129568	other	80423
rsawchuk@plusstrip.com	apartment	1	2	771	280	8390553	mobile	73112
rsayaphon@codehow.com	house	1	1	358				93036
rschemmer@silis.com	apartment	5	1	436	157	3190533	home	83531
rscheyer@konmatfix.com	house	3	2	499	283	4550055	mobile	11425
rschmaltz@conecom.com	condominium	1	1	453	917	8805356	mobile	87740
rschnitzler@zoomit.com	apartment	5	2	809				39645
rsemidey@ganjaflex.com	apartment	4	2	902				02534
rsergi@betatech.com	townhome	2	2	595	189	7403135	mobile	99341
rsergi@silis.com	townhome	2	2	664				72714
rsetter@doncon.com	apartment	2	4	1645	765	3183390	mobile	62661
rslayton@konmatfix.com	apartment	1	0	102	116	8173718	work	13364
rspringe@newex.com	apartment	1	2	609	912	1386571	mobile	30356
rsteffensmeier@ontomedia.com	apartment	2	1	310	195	4593103	mobile	26691
rstem@faxquote.com	house	4	6	2667				20880
rstenseth@mathtouch.com	house	1	1	293	958	0507441	mobile	18850
rstenseth@zencorporation.com	house	2	0	136				23359
rstimmel@zotware.com	mobile home	1	2	744				93267
rstockham@warephase.com	townhome	6	3	956	122	5381339	mobile	36856
rstrassner@lexiqvolax.com	apartment	2	1	384	953	7148302	mobile	95573
rsuell@singletechno.com	apartment	1	1	304				19512
rsuffield@year-job.com	house	2	3	756	472	0732483	mobile	79313
rsweely@gogozoom.com	apartment	3	2	806	108	5254476	mobile	92075
rsweigard@green-plus.com	house	2	2	630	714	6484371	mobile	32085
rsyrop@mathtouch.com	apartment	1	1	364	767	8270139	mobile	93448
rtawil@gogozoom.com	house	3	3	1265	598	1714316	mobile	37046
rthreets@rangreen.com	apartment	4	2	585	142	9575687	mobile	61368
rtillotson@toughzap.com	house	1	1	372	883	8479553	mobile	39304
rtollner@sumace.com	townhome	1	3	1156	973	9534649	mobile	53817
rtollner@year-job.com	townhome	3	2	755	243	9218627	mobile	51465
rtreston@xx-zobam.com	townhome	3	1	476	918	0193512	mobile	29044
rupthegrove@openlane.com	house	1	1	461				27532
rvenere@funholding.com	townhome	1	1	361				91104
rvizarro@finjob.com	house	1	1	382	939	1036932	mobile	19113
rvocelka@fasehatice.com	apartment	2	4	1360	323	2575586	mobile	90275
rvocelka@scotfind.com	apartment	3	5	1830	152	1242127	mobile	44073
rvonasek@silis.com	house	4	2	764	291	9302768	work	18672
rwaymire@scotfind.com	house	3	1	511	457	3994449	mobile	02768
rweglarz@sumace.com	house	1	2	570				29733
rweight@betatech.com	house	2	2	743	526	0645607	mobile	33686
