household_email	bathroom_number	sink_count	bidet_count	commode_count	tub_count	shower_count	tub_shower_count	primary_bathroom	bathroom_name
pcaldarera@toughzap.com	1	2	0	1	0	1	0	0	
pcaldarera@toughzap.com	2	1	0	1	0	1	0	0	
pcentini@goodsilron.com	1	1	0	1					game room
pcentini@goodsilron.com	2	2	0	0	0	0	1	0	
pcentini@goodsilron.com	3	1	0	1	1	0	0	0	
pchavous@bioholding.com	1	1	0	1	0	1	0	1	
pchavous@bioholding.com	2	1	0	1	0	0	1	0	
pcloney@betatech.com	1	1	1	1	0	1	0	0	
pcloney@betatech.com	2	1	0	1					basement
pcolla@kinnamplus.com	1	1	1	1					
pcolla@kinnamplus.com	2	2	0	1					guest
pcoody@hatfan.com	1	1	0	0					
pcoody@hatfan.com	2	1	0	1	1	1	0	0	
pcoody@yearin.com	1	1	0	1	0	0	1	0	
pcoody@yearin.com	2	1	0	1	0	1	0	0	
pcorrington@finjob.com	1	1	0	1	0	1	0	1	
pcronauer@scotfind.com	1	1	1	1	0	1	0	0	
pcrupi@sumace.com	1	1	1	1	0	0	1	0	
pdeleo@y-corporation.com	1	1	1	1					powder room
pdeleo@y-corporation.com	2	3	0	1					basement
pdiestel@scotfind.com	1	2	0	0	0	1	0	1	
peroman@betatech.com	1	1	0	1					
peroman@betatech.com	2	1	1	1	0	1	0	1	
peschberger@betasoloin.com	1	1	0	1	1	1	0	0	
peschberger@betasoloin.com	2	3	1	1	0	1	0	1	
peschberger@betasoloin.com	3	1	0	1					guest
peschberger@betasoloin.com	4	1	0	1	1	0	0	0	
peschberger@betasoloin.com	5	1	0	1	0	1	0	0	
peschberger@betasoloin.com	6	1	0	1					
pfigeroa@y-corporation.com	1	1	0	1					
pfrerking@bioholding.com	1	2	0	1					
pgarufi@domzoom.com	1	2	0	1					guest
pgarufi@domzoom.com	2	1	0	0					game room
pgarufi@domzoom.com	3	1	0	1					basement
pgotter@green-plus.com	1	1	1	1					guest
pgwalthney@opentech.com	1	1	0	0					
pgwalthney@opentech.com	2	2	0	1	0	1	0	0	
phanafan@zoomit.com	1	1	0	1					powder room
phanafan@zoomit.com	2	1	0	1					powder room
pheimann@fasehatice.com	1	2	1	1	0	1	1	1	
pheimann@fasehatice.com	2	1	0	1	0	1	0	0	
pheimann@fasehatice.com	3	1	0	1	0	1	0	0	
pheimann@iselectrics.com	1	2	0	0	1	0	1	0	
phengel@streethex.com	1	1	0	1					guest
pjayson@iselectrics.com	1	1	1	1	0	0	1	1	
pkannady@sumace.com	1	1	0	1					powder room
pkannady@sumace.com	2	1	0	0					
pklimek@hatfan.com	1	2	0	1	0	1	1	0	
pklimek@hatfan.com	2	2	1	1	0	1	0	0	
pklimek@silis.com	1	2	1	0	1	0	1	0	
pklimek@silis.com	2	1	1	1	0	1	0	0	
pklusman@goodsilron.com	1	1	0	1	1	0	0	0	
pklusman@goodsilron.com	2	2	0	1					guest
pklusman@zumgoity.com	1	2	0	1	1	0	0	0	
pknipp@silis.com	1	2	0	1	0	1	0	0	
pknipp@silis.com	2	1	0	1	1	1	0	0	
pknipp@silis.com	3	2	0	0	1	0	1	0	
placovara@plexzap.com	1	1	0	1	1	0	1	0	
placovara@plexzap.com	2	1	0	1					game room
plary@warephase.com	1	2	0	1	0	1	1	1	
plary@warephase.com	2	1	0	0	1	0	1	0	
plary@warephase.com	3	1	0	1	1	0	1	0	
plary@warephase.com	4	1	1	0					game room
pleinenbach@hatfan.com	1	1	0	0					
pleinenbach@hatfan.com	2	1	0	1	1	1	0	0	
pleinenbach@iselectrics.com	1	3	0	1	1	1	0	0	
pleinenbach@iselectrics.com	2	1	0	1					game room
plother@year-job.com	1	1	1	1	0	1	1	0	
plother@year-job.com	2	2	0	1	0	0	1	0	
pmartabano@domzoom.com	1	1	0	1					game room
pmartabano@domzoom.com	2	1	0	0	0	0	1	0	
pmaynerich@dontechi.com	1	1	0	0	0	0	1	1	
pmaynerich@dontechi.com	2	2	0	1	0	1	0	0	
pmaynerich@gogozoom.com	1	1	0	0	0	1	0	0	
pmaynerich@gogozoom.com	2	1	0	1	1	0	1	0	
pmaynerich@gogozoom.com	3	1	0	1					
pmaynerich@stanredtax.com	1	1	1	1					game room
pmaynerich@stanredtax.com	2	1	1	1					basement
pmcnease@isdom.com	1	1	0	0	1	1	0	1	
pmorocco@scotfind.com	1	1	0	1	0	1	0	1	
pmorocco@scotfind.com	2	2	1	0					
pmulqueen@bioholding.com	1	1	0	1					
pmulqueen@bioholding.com	2	2	0	1	0	0	1	0	
pnabours@lexiqvolax.com	1	1	0	1	1	1	0	0	
pnabours@lexiqvolax.com	2	1	0	1					basement
pnestle@codehow.com	1	2	0	1					
ponofrio@zumgoity.com	1	1	1	1	0	1	0	1	
postolaza@faxquote.com	1	1	0	1					basement
postolaza@faxquote.com	2	1	0	1	1	1	0	1	
ppagliuca@newex.com	1	1	0	0					
pparlato@fasehatice.com	1	2	1	1	1	0	0	1	
pparlato@fasehatice.com	2	2	0	1	1	0	0	0	
ppolidori@openlane.com	1	1	0	1	1	0	0	1	
ppugh@konmatfix.com	1	1	0	1	0	1	1	0	
ppugh@konmatfix.com	2	1	0	1					game room
praymo@scotfind.com	1	1	0	1					
prochin@dambase.com	1	1	0	1	1	0	1	0	
prochin@dambase.com	2	1	0	1	1	1	0	1	
prodefer@rantouch.com	1	1	0	1	0	0	1	0	
prodefer@scotfind.com	1	1	0	1	1	0	0	0	
prowling@zencorporation.com	1	1	0	1	1	1	0	0	
prowling@zencorporation.com	2	3	0	1					powder room
prowling@zencorporation.com	3	1	0	1	1	1	0	0	
prowling@zencorporation.com	4	1	0	1					powder room
pshire@scottech.com	1	2	1	1	0	0	1	0	
pshire@scottech.com	2	1	0	0	0	1	0	1	
pshire@scottech.com	3	1	0	1	0	1	1	0	
pshire@scottech.com	4	1	1	1	0	0	1	0	
pspringe@gogozoom.com	1	1	0	1	1	0	1	0	
pstoltzman@openlane.com	1	1	1	1	0	1	0	1	
psuell@green-plus.com	1	3	0	1	0	1	1	1	
psuffield@stanredtax.com	1	2	0	1	1	0	1	0	
pswayze@ron-tech.com	1	2	0	1					
pswayze@ron-tech.com	2	1	0	1	1	0	0	0	
ptomblin@domzoom.com	1	1	0	1	1	0	0	1	
ptomblin@domzoom.com	2	2	0	1	1	0	0	0	
pturinetti@goodsilron.com	1	2	0	1	0	1	0	0	
pweirather@golddex.com	1	1	0	0	0	1	0	1	
pweirather@golddex.com	2	1	0	1	0	1	0	0	
pwieser@green-plus.com	1	1	0	1					
pwieser@rangreen.com	1	1	1	1	1	0	0	1	
pwitten@scotfind.com	1	1	0	1					
pwitten@scotfind.com	2	2	1	1	0	1	1	0	
pwolfgramm@groovestreet.com	1	1	1	1					
pwolfgramm@groovestreet.com	2	1	1	1	1	0	0	1	
qbachman@openlane.com	1	2	0	1	1	0	0	1	
qcorrington@stanredtax.com	1	1	0	1					powder room
qhoneywell@rundofase.com	1	1	0	0	0	1	1	1	
qhoneywell@rundofase.com	2	2	1	1	1	0	0	0	
qmcdoniel@hatfan.com	1	1	1	1					powder room
qmcdoniel@hatfan.com	2	3	0	1					powder room
qonofrio@green-plus.com	1	1	1	1	1	1	0	1	
qonofrio@green-plus.com	2	1	0	1	1	1	0	0	
qperigo@dalttechnology.com	1	1	1	1	0	1	1	0	
qregusters@plussunin.com	1	1	1	1					game room
qrestrepo@ganjaflex.com	1	1	0	1					
qrestrepo@ganjaflex.com	2	1	0	1	0	1	1	0	
qstrassner@newex.com	1	2	0	1	0	0	1	0	
qstrassner@zencorporation.com	1	1	1	1	0	0	1	0	
qstrassner@zencorporation.com	2	1	0	0	0	1	0	0	
qsuell@rantouch.com	1	1	0	1	0	1	0	0	
qsuell@rantouch.com	2	1	0	1	0	1	0	1	
qsuell@rantouch.com	3	1	0	1	0	1	1	0	
qsuell@rantouch.com	4	1	0	1	1	0	0	0	
qsweigard@xx-holding.com	1	1	0	0					game room
racuff@cancity.com	1	1	0	1	1	0	0	0	
randreason@j-texon.com	1	1	1	1	0	0	1	0	
randreason@statholdings.com	1	1	0	1	0	0	1	0	
rarceo@funholding.com	1	2	0	1	0	1	1	0	
rarceo@funholding.com	2	1	0	1	1	0	0	0	
rbarfield@zotware.com	1	1	0	0					
rbenimadho@dalttechnology.com	1	1	0	1	0	0	1	0	
rbenimadho@dalttechnology.com	2	1	0	1	1	1	0	0	
rbenimadho@dalttechnology.com	3	1	1	1	1	0	0	0	
rbenimadho@dalttechnology.com	4	2	0	1					
rbennick@fasehatice.com	1	1	0	1	1	0	0	0	
rberganza@gogozoom.com	1	1	0	1	0	1	0	1	
rberganza@gogozoom.com	2	2	0	1					basement
rberganza@rundofase.com	1	2	0	1	1	0	0	0	
rberganza@rundofase.com	2	1	0	0	1	0	0	0	
rberray@funholding.com	1	1	0	1	0	1	0	0	
rberray@funholding.com	2	3	0	1					game room
rberray@funholding.com	3	1	0	1					powder room
rberray@funholding.com	4	1	0	1					basement
rberray@funholding.com	5	1	0	0	1	0	0	1	
rberray@funholding.com	6	1	0	1					game room
rberray@funholding.com	7	2	0	0	0	0	1	0	
rberray@funholding.com	8	1	0	1	0	0	1	0	
rberray@funholding.com	9	1	0	1					game room
rberray@yearin.com	1	1	0	1	1	0	1	1	
rberray@yearin.com	2	1	0	1	0	1	0	0	
rbevelacqua@isdom.com	1	1	1	0	0	0	1	0	
rbevelacqua@isdom.com	2	2	0	1	0	1	0	1	
rbiddy@dontechi.com	1	2	0	1	0	0	1	0	
rblunk@sumace.com	1	1	0	1					basement
rblunk@sumace.com	2	1	0	1	0	1	0	0	
rbolognia@rantouch.com	1	2	0	1					
rbolognia@rantouch.com	2	1	0	1	1	1	0	0	
rbolognia@rantouch.com	3	1	0	1	0	0	1	0	
rborgman@betasoloin.com	1	2	0	1	1	0	0	0	
rborgman@betasoloin.com	2	1	0	1	0	0	1	0	
rborgman@cancity.com	1	1	0	1	1	0	0	1	
rborgman@cancity.com	2	3	0	1	0	1	0	0	
rborgman@cancity.com	3	1	0	1					guest
rbourbon@cancity.com	1	1	0	1					guest
rbourbon@cancity.com	2	1	0	1	1	1	0	0	
rbowley@zoomit.com	1	2	1	1	0	1	0	1	
rbreland@zathunicon.com	1	3	0	1	0	0	1	0	
rbreland@zathunicon.com	2	2	0	1					
rbrossart@isdom.com	1	1	1	1	0	1	0	1	
rbrossart@isdom.com	2	1	0	1					basement
rbrucato@inity.com	1	1	0	1	1	0	1	0	
rbrucato@inity.com	2	1	0	0					
rbrucato@sumace.com	1	1	0	0					game room
rbrucato@sumace.com	2	1	0	1					game room
rburnard@isdom.com	1	1	0	1	0	1	0	1	
rburnard@isdom.com	2	2	0	0	0	0	1	0	
rburnard@mathtouch.com	1	3	0	1	1	0	0	0	
rbuvens@statholdings.com	1	1	0	1	1	1	0	0	
rbuzick@golddex.com	1	2	0	1	1	0	1	0	
rbuzick@golddex.com	2	1	0	1					game room
rcalvaresi@sunnamplex.com	1	2	0	1					guest
rcantres@bioplex.com	1	1	0	0					
rcantres@bioplex.com	2	3	1	1	0	1	0	0	
rcartan@stanredtax.com	1	2	1	1					game room
rcastros@singletechno.com	1	2	0	1	0	1	1	0	
rchaffins@condax.com	1	1	0	0	1	0	0	0	
rchaffins@condax.com	2	1	0	1	1	0	0	0	
rchesterfield@labdrill.com	1	1	0	1	0	1	0	1	
rchesterfield@labdrill.com	2	1	0	1	0	1	0	0	
rchesterfield@rangreen.com	1	2	0	1	0	1	0	1	
rchesterfield@rangreen.com	2	1	1	1	1	0	0	0	
rchickering@dambase.com	1	2	0	1					
rclaucherty@groovestreet.com	1	1	0	1					
rclaucherty@groovestreet.com	2	2	0	1					
rcolaizzo@bioholding.com	1	1	0	1	1	1	0	0	
rcolaizzo@bioholding.com	2	1	1	1	0	1	0	1	
rcolla@conecom.com	1	1	0	1	1	1	0	0	
rcolla@goodsilron.com	1	2	0	1					
rcolla@goodsilron.com	2	1	0	0	0	0	1	0	
rcookey@betasoloin.com	1	1	1	1					guest
rcookey@betasoloin.com	2	2	0	1	0	0	1	1	
rcookey@silis.com	1	1	1	1	1	0	0	1	
rcookey@silis.com	2	1	0	1	0	1	0	0	
rcookey@zathunicon.com	1	1	0	1	1	0	1	0	
rcorbley@hottechi.com	1	1	0	1	0	1	0	0	
rcorbley@hottechi.com	2	2	0	0	0	0	1	0	
rcork@groovestreet.com	1	1	0	1	1	0	0	0	
rcousey@konex.com	1	3	0	1	1	0	0	0	
rcousey@scotfind.com	1	1	0	1					
rcraghead@rangreen.com	1	2	0	1	0	0	1	0	
rdegonia@dambase.com	1	2	0	0	0	1	0	1	
rdegonia@dambase.com	2	1	0	0	0	0	1	0	
rdelasancha@hottechi.com	1	2	0	1	1	0	0	0	
rdemesa@doncon.com	1	1	0	1					game room
rdemesa@doncon.com	2	1	1	1	0	1	0	0	
rdemesa@doncon.com	3	3	0	0	0	0	1	0	
rdemesa@kinnamplus.com	1	2	0	1	0	0	1	1	
rdemesa@kinnamplus.com	2	1	0	1	1	0	0	0	
rdenooyer@sumace.com	1	2	0	1	1	0	1	1	
rdenooyer@sumace.com	2	1	0	1	1	0	1	0	
rdhamer@donquadtech.com	1	1	0	1	0	0	1	0	
rdhamer@statholdings.com	1	2	1	1					guest
rdiestel@hatfan.com	1	1	0	1	0	1	1	1	
rdilliard@sonron.com	1	1	1	1	1	1	0	0	
rdorshorst@finhigh.com	1	1	0	1	0	0	1	0	
rdorshorst@finhigh.com	2	1	0	1	1	0	0	1	
rdrymon@zencorporation.com	1	2	0	1	0	1	1	1	
rdubaldi@green-plus.com	1	1	0	1	0	1	0	0	
rdubaldi@green-plus.com	2	2	0	0	0	1	0	0	
rdubaldi@ontomedia.com	1	1	0	1					
rdubaldi@ontomedia.com	2	1	1	0	0	1	0	1	
remard@xx-holding.com	1	1	0	1					
reroman@doncon.com	1	3	0	1	1	1	0	0	
reroman@doncon.com	2	3	0	1					
reschberger@hottechi.com	1	1	0	0	1	0	0	0	
reschberger@hottechi.com	2	1	0	1					
restell@kinnamplus.com	1	1	0	1	1	1	0	0	
restell@kinnamplus.com	2	1	0	0	0	1	1	1	
restell@kinnamplus.com	3	1	0	1					
rfelger@conecom.com	1	2	0	1					powder room
rfelger@conecom.com	2	1	0	0					powder room
rfelger@hatfan.com	1	1	0	1					guest
rfelger@hatfan.com	2	1	1	1	0	0	1	0	
rferencz@bioplex.com	1	1	0	1	0	1	1	1	
rferencz@bioplex.com	2	1	1	1	1	0	0	0	
rfern@labdrill.com	1	2	0	1	1	0	1	0	
rfern@labdrill.com	2	1	0	1	1	0	0	0	
rfigeroa@dalttechnology.com	1	1	0	1					basement
rfigeroa@dalttechnology.com	2	1	0	1					
rfillingim@funholding.com	1	1	0	1					basement
rfillingim@funholding.com	2	1	1	0	0	0	1	0	
rfillingim@funholding.com	3	1	1	1					
rfillingim@plussunin.com	1	2	0	1	0	1	0	0	
rfillingim@plussunin.com	2	1	0	1	1	0	0	1	
rfishburne@silis.com	1	1	0	1	0	1	0	0	
rfortino@lexiqvolax.com	1	3	1	1					
rfortino@lexiqvolax.com	2	1	0	1	0	1	0	0	
rfrancescon@finjob.com	1	1	0	1	0	0	1	0	
rfrancescon@j-texon.com	1	2	1	1	1	0	1	1	
rfrancescon@j-texon.com	2	2	0	1	0	0	1	0	
rfrankel@plussunin.com	1	1	1	0	0	1	0	0	
rfritz@rangreen.com	1	1	1	1					powder room
rfunnell@blackzim.com	1	2	0	1	0	1	0	0	
rfunnell@blackzim.com	2	2	1	0					
rgabisi@y-corporation.com	1	1	0	1	0	1	0	0	
rgarufi@betatech.com	1	1	0	0	0	1	0	0	
rgarufi@betatech.com	2	1	0	1	0	1	0	1	
rgarufi@green-plus.com	1	2	0	1					game room
rgarufi@xx-holding.com	1	2	1	1					guest
rgato@sonron.com	1	2	0	1					
rgato@sonron.com	2	1	1	1	1	0	0	1	
rgellinger@zathunicon.com	1	1	0	1					
rgesick@codehow.com	1	1	1	1	1	0	0	0	
rgesick@codehow.com	2	1	0	1					basement
rgobern@bioholding.com	1	1	0	1	1	0	0	1	
rgobern@bioholding.com	2	2	0	1					game room
rgochal@cancity.com	1	1	0	0	0	0	1	0	
rgochal@cancity.com	2	2	0	1	0	1	0	1	
rgochal@cancity.com	3	1	1	0	1	0	1	0	
rgood@domzoom.com	1	1	0	1	0	0	1	0	
rgood@domzoom.com	2	1	1	1	1	0	0	1	
rgood@funholding.com	1	1	1	1	0	1	0	0	
rgood@sunnamplex.com	1	1	0	1	0	0	1	0	
rgotter@mathtouch.com	1	2	1	0					
rgreenbush@newex.com	1	2	1	1	0	1	0	0	
rhagele@codehow.com	1	1	0	1	0	1	1	1	
rhagele@year-job.com	1	1	0	1	0	1	1	0	
rhamilton@rundofase.com	1	1	1	1					
rhanafan@finhigh.com	1	1	0	1	1	0	0	1	
rhanafan@finhigh.com	2	3	0	1					
rhanafan@year-job.com	1	1	0	0					game room
rhauenstein@opentech.com	1	1	0	0	1	0	1	1	
rhauenstein@sunnamplex.com	1	2	0	1	1	0	1	1	
rheimann@isdom.com	1	1	0	1	1	0	0	0	
rheimann@isdom.com	2	1	0	0					
rhellickson@zencorporation.com	1	1	0	1	0	1	0	1	
rhengel@goodsilron.com	1	2	0	0	1	0	0	0	
rhengel@goodsilron.com	2	1	0	0	1	0	0	0	
rhiatt@inity.com	1	1	0	1					
rhiatt@inity.com	2	2	0	1	1	0	1	0	
rhirpara@doncon.com	1	2	0	1	0	0	1	1	
rhirpara@newex.com	1	1	0	1	1	0	0	0	
rhoa@dontechi.com	1	1	0	0					
rhollack@toughzap.com	1	1	0	1	0	0	1	0	
rhollack@toughzap.com	2	1	1	1	1	1	0	0	
rhoogland@sunnamplex.com	1	1	0	1					powder room
rhoopengardner@treequote.com	1	1	1	1	0	1	1	0	
rhudnall@blackzim.com	1	1	0	1					basement
rhudnall@blackzim.com	2	1	0	1					
rhudnall@sonron.com	1	1	0	1	0	0	1	1	
rhudnall@sonron.com	2	1	0	0					
rhudnall@toughzap.com	1	1	0	1	0	1	1	1	
rhudnall@toughzap.com	2	1	1	1					
rhusser@xx-zobam.com	1	2	0	1	1	1	0	0	
rhusser@xx-zobam.com	2	1	0	1					
rinouye@hatfan.com	1	1	0	0	0	0	1	1	
riturbide@blackzim.com	1	2	0	1	1	0	1	0	
riturbide@blackzim.com	2	2	0	1	0	0	1	0	
rjacobos@bioholding.com	1	1	0	1	1	0	1	1	
rjeanty@streethex.com	1	1	0	1	1	0	0	1	
rjillson@statholdings.com	1	2	0	1	1	0	0	0	
rjillson@statholdings.com	2	1	1	0	0	0	1	1	
rjuhas@rundofase.com	1	1	0	1	1	0	0	1	
rjuhas@sunnamplex.com	1	1	0	1	1	0	0	1	
rjulia@hottechi.com	1	1	0	1	1	0	0	1	
rjulia@hottechi.com	2	2	0	1	0	1	0	0	
rjuvera@j-texon.com	1	1	0	0	0	0	1	0	
rkalafatis@ron-tech.com	1	1	0	0					powder room
rkardas@nam-zim.com	1	1	0	1	1	0	0	0	
rkarpel@ontomedia.com	1	1	0	1	1	0	0	1	
rkarpel@ontomedia.com	2	1	0	0	0	0	1	0	
rkarpin@gogozoom.com	1	2	0	1	0	0	1	1	
rkarpin@statholdings.com	1	1	0	1	1	0	0	0	
rkarpin@statholdings.com	2	1	0	1					
rkeetch@blackzim.com	1	1	0	1	1	0	0	0	
rkeetch@blackzim.com	2	1	0	1	1	0	0	1	
rketelsen@conecom.com	1	1	1	1	0	1	1	0	
rkines@faxquote.com	1	2	0	1	1	0	1	0	
rkines@faxquote.com	2	2	0	1					powder room
rkines@hatfan.com	1	1	0	1	1	0	0	0	
rkines@hatfan.com	2	2	0	1	0	1	0	1	
rkines@mathtouch.com	1	1	1	0					game room
rkines@mathtouch.com	2	1	0	1	1	0	0	1	
rkitty@konex.com	1	1	0	1					
rkitty@y-corporation.com	1	1	0	1					powder room
rkitty@y-corporation.com	2	1	0	1	0	1	1	0	
rklimek@zencorporation.com	1	1	1	1					basement
rklimek@zencorporation.com	2	2	0	1	0	0	1	0	
rklonowski@treequote.com	1	1	0	1	0	1	0	0	
rklonowski@treequote.com	2	1	0	1					guest
rkohl@nam-zim.com	1	1	0	1	0	0	1	0	
rkorando@codehow.com	1	1	0	1	0	0	1	0	
rkorando@codehow.com	2	1	0	0	1	0	0	0	
rkorando@zoomit.com	1	1	1	1					powder room
rkorando@zoomit.com	2	2	0	1					
rkownacki@gogozoom.com	1	1	0	1	0	1	1	0	
rkownacki@warephase.com	1	2	0	1	0	0	1	1	
rkownacki@warephase.com	2	1	0	1	1	0	1	0	
rkownacki@warephase.com	3	1	0	1	0	1	1	0	
rkownacki@warephase.com	4	1	1	1					
rkulzer@finjob.com	1	1	0	1	1	0	1	0	
rkulzer@finjob.com	2	2	0	1					
rkusko@opentech.com	1	1	0	1	0	1	0	0	
rkusko@opentech.com	2	1	0	1	1	0	0	1	
rlapage@donquadtech.com	1	1	0	1					game room
rlapage@donquadtech.com	2	1	0	1	0	1	0	0	
rlatzke@bioholding.com	1	1	0	1	0	0	1	0	
rlatzke@bioholding.com	2	1	0	1					basement
rleinenbach@isdom.com	1	1	0	1	0	1	0	0	
rleto@nam-zim.com	1	1	0	1	1	0	1	0	
rlietz@mathtouch.com	1	1	0	1	0	0	1	0	
rlimmel@sumace.com	1	1	1	0	0	1	0	0	
rlimmel@sumace.com	2	1	0	1	0	1	0	0	
rlimmel@zathunicon.com	1	1	0	1	0	0	1	0	
rlinahan@xx-zobam.com	1	1	0	1					game room
rlinahan@xx-zobam.com	2	2	0	0	0	1	0	0	
rlipke@bioholding.com	1	3	1	1	0	0	1	0	
rlipke@bioholding.com	2	2	0	1	1	1	0	0	
rlipkin@ontomedia.com	1	1	0	1	1	1	0	1	
rliukko@zathunicon.com	1	1	0	1	0	1	0	1	
rliukko@zathunicon.com	2	1	0	1	1	0	0	0	
rlorens@iselectrics.com	1	1	0	1	1	0	0	0	
rlorens@opentech.com	1	1	0	1					game room
rlother@xx-zobam.com	1	2	0	1	0	1	1	0	
rlother@xx-zobam.com	2	3	0	1					guest
rmai@treequote.com	1	1	0	1	1	0	1	0	
rmai@treequote.com	2	1	1	1	0	1	0	0	
rmai@treequote.com	3	1	0	1					game room
rmaile@zathunicon.com	1	1	0	1	1	0	1	0	
rmaile@zathunicon.com	2	1	0	1	0	0	1	0	
rmaisto@gogozoom.com	1	1	0	1	1	0	1	0	
rmalet@ron-tech.com	1	1	0	1	1	0	0	1	
rmalet@ron-tech.com	2	1	0	0	0	0	1	0	
rmalet@ron-tech.com	3	1	0	0					guest
rmalvin@finhigh.com	1	1	0	1	0	1	1	0	
rmalvin@sonron.com	1	1	0	0	1	0	0	0	
rmanno@rundofase.com	1	1	0	1					
rmarrier@conecom.com	1	2	1	1					game room
rmarrier@conecom.com	2	2	1	1					game room
rmarrier@y-corporation.com	1	1	0	0	0	1	0	0	
rmarrier@y-corporation.com	2	2	1	0	0	0	1	0	
rmarrier@y-corporation.com	3	1	0	0	1	0	1	0	
rmauson@conecom.com	1	1	1	0					guest
rmauson@conecom.com	2	1	0	1					
rmauson@conecom.com	3	1	1	0	0	0	1	1	
rmaynerich@konmatfix.com	1	1	1	1					powder room
rmaynerich@konmatfix.com	2	1	1	1					
rmaynerich@toughzap.com	1	2	0	1	1	1	0	1	
rmaynerich@toughzap.com	2	2	0	1	1	0	0	0	
rmaynerich@toughzap.com	3	2	0	1					game room
rmcdoniel@bioholding.com	1	1	0	1	0	0	1	0	
rmcdoniel@nam-zim.com	1	1	1	1	0	1	0	0	
rmclaird@conecom.com	1	2	0	0					game room
rmcnease@y-corporation.com	1	1	0	1					basement
rmeinerding@green-plus.com	1	1	1	1	0	0	1	0	
rmeisel@donquadtech.com	1	1	0	1					
rmeisel@donquadtech.com	2	1	1	1					
rmenter@mathtouch.com	1	1	0	0	1	0	0	0	
rmenter@streethex.com	1	1	0	1	0	1	0	0	
rmenter@xx-zobam.com	1	2	0	1	1	0	1	1	
rmerced@y-corporation.com	1	1	0	1	0	1	0	0	
rmerced@y-corporation.com	2	1	0	1	0	0	1	0	
rmirafuentes@green-plus.com	1	1	0	1	0	0	1	1	
rmirafuentes@green-plus.com	2	1	0	1	1	0	0	0	
rmiro@betatech.com	1	1	0	1	1	0	0	0	
rmiro@betatech.com	2	1	0	1					
rmiro@betatech.com	3	1	1	1	1	0	1	1	
rmiro@betatech.com	4	2	0	1	0	0	1	0	
rmiro@betatech.com	5	1	0	1					game room
rmiro@betatech.com	6	1	0	1	0	0	1	0	
rmodzelewski@goodsilron.com	1	1	0	1	1	0	1	1	
rmodzelewski@goodsilron.com	2	1	0	1	1	0	0	0	
rmondella@sunnamplex.com	1	1	0	1	1	0	0	0	
rmondella@sunnamplex.com	2	1	1	0	0	0	1	1	
rmonterrubio@domzoom.com	1	1	1	1	1	1	0	0	
rmonterrubio@domzoom.com	2	1	1	1	1	0	0	0	
rmonterrubio@domzoom.com	3	1	1	1	0	1	0	1	
rmorasca@scotfind.com	1	1	0	1					
rmotley@groovestreet.com	1	1	0	0	1	0	0	0	
rmotley@groovestreet.com	2	1	0	1	1	1	0	1	
rmoyd@bioholding.com	1	1	0	1					basement
rmoyd@bioholding.com	2	1	0	1	1	0	0	0	
rmunis@nam-zim.com	1	2	1	1					
rnewville@donware.com	1	1	0	1	1	1	0	0	
rnewville@donware.com	2	3	1	0	0	1	1	0	
rnicka@newex.com	1	1	1	0	0	1	0	1	
rnicka@newex.com	2	1	0	0	0	1	1	0	
rnicka@newex.com	3	1	0	1	1	0	1	0	
rnicolozakes@streethex.com	1	1	0	1	1	0	1	0	
rogg@ron-tech.com	1	1	0	0	1	0	0	0	
roldroyd@plusstrip.com	1	2	1	1	0	1	0	0	
roldroyd@plusstrip.com	2	1	0	1	0	0	1	1	
roles@conecom.com	1	1	1	1	0	1	0	1	
ronofrio@sumace.com	1	1	0	1	0	1	1	0	
ronofrio@sumace.com	2	2	0	1	0	0	1	1	
ronofrio@sumace.com	3	1	1	1					
ronofrio@sumace.com	4	1	1	1					
ronofrio@sumace.com	5	2	1	0					
rostolaza@lexiqvolax.com	1	1	0	1	1	0	1	0	
rostolaza@lexiqvolax.com	2	1	1	1					
rpadilla@conecom.com	1	1	1	0	0	1	0	0	
rpadilla@conecom.com	2	1	1	1	0	0	1	1	
rpagliuca@gogozoom.com	1	1	0	1					game room
rpalaia@statholdings.com	1	1	0	0					
rpapasergi@ontomedia.com	1	1	0	0	1	0	0	1	
rpapasergi@ontomedia.com	2	2	0	1	0	1	0	0	
rpapasergi@ontomedia.com	3	2	0	1					game room
rpaprocki@finhigh.com	1	3	0	1	1	0	0	0	
rpaprocki@finhigh.com	2	1	0	0	1	0	1	0	
rparlato@domzoom.com	1	2	1	1	0	0	1	1	
rparvis@statholdings.com	1	1	0	1	0	0	1	0	
rpelkowski@newex.com	1	2	0	1	0	1	0	1	
rperez@donquadtech.com	1	1	0	1	0	1	0	0	
rperigo@scotfind.com	1	1	1	0	0	1	1	1	
rperigo@scotfind.com	2	1	1	1	0	1	0	0	
rperigo@sonron.com	1	1	0	1					guest
rperruzza@konex.com	1	1	0	1	1	1	0	1	
rperruzza@konex.com	2	1	0	1	1	0	0	0	
rpolidori@finjob.com	1	1	0	1	0	0	1	1	
rpugh@plexzap.com	1	1	0	1	0	0	1	0	
rragel@j-texon.com	1	2	0	1	1	1	0	0	
rragel@j-texon.com	2	1	0	1					basement
rragel@j-texon.com	3	1	0	1	0	1	0	0	
rrantanen@xx-zobam.com	1	1	0	1	0	0	1	0	
rrauser@streethex.com	1	2	1	1	1	0	1	1	
rreiber@scottech.com	1	3	0	1	1	0	1	1	
rrhym@bioplex.com	1	3	0	1	0	0	1	1	
